Test_ID,Single_Valid_All_Keys,Single_Latency,Multi_Valid_All_Keys,Multi_Latency,Single_Raw,Multi_L1_Raw,Multi_L2_Raw
Task_097,True,15.33,True,23.2,"{    ""TTP_ID"": null,    ""Explanation"": ""The command 'unload WdFilter' executed by the user with administrative privileges suggests an attempt to disable or remove a filter that could be related to threat hunting activities."",    ""Severity"": ""High"",    ""Mitigation"": ""Immediately revoke admin credentials, investigate and confirm if this is part of authorized security operations. If not, restore the WdFilter service."" }","{   ""TTP_ID"": ""CVE-2021-34567"",   ""Explanation"": ""The command line 'fltMC.exe unload WdFilter' indicates an attempt to disable a Word Filter, which could be associated with the MITRE ATT&CK technique ID T1189: Disable Anti-Virus Software or Security Controls."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately reinstate the Word Filter and investigate all recent changes to security settings, including unauthorized modifications by users with administrative privileges."" }"
Task_098,True,14.82,True,24.54,"{   ""TTP_ID"": null,   ""Explanation"": ""The PowerShell command 'Clear-EventLog' is used to delete event logs for specified log names. This can be a security risk as it may hide evidence of malicious activities."",   ""Severity"": ""High"",   ""Mitigation"": ""Implement strict access controls and auditing policies, ensuring only authorized personnel have the ability to modify system logs."" }","{     ""TTP_ID"": ""T1058"",     ""Explanation"": ""The command line 'Clear-EventLog -LogName Security, System, Application' indicates the use of PowerShell to clear event logs. This can be associated with Tactic ID T1058 (Discovery) as it involves gathering information about system events and potentially manipulating them."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately disable PowerShell execution policy, investigate the intent behind this action by checking recent activities of 'admin' user, ensure that all sensitive logs are backed up and monitor system behavior for any irregularities."" }"
Task_099,True,19.0,False,23.96,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line 'reg save HKLM\\SAM C:\\Temp\\sam.save /y' executed by the SYSTEM user indicates an attempt to back up a registry hive (HKLM\\SAM) which could be part of preparing for or executing unautstatic activities such as persistence, privilege escalation, lateral movement within networked systems."",   ""Severity"": ""High"",   ""Mitigation"": ""Implement strict access controls and monitoring on registry operations. Ensure that only authorized personnel can execute commands involving sensitive system areas like the SAM hive."" }","{     ""TTP_ID"": ""T1204 - Registry Service Discovery and Manipulation"",     ""Explanrance"": ""The command line indicates that the 'reg.exe' utility is being used to save a registry hive from HKLM\\SAM, which contains sensitive user account information such as hashed passwords for authentication purposes. This action suggests an attempt at discovering and manipulating this part of the Windows Registry, potentially in preparation for credential dumping or other unauthorized activities."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Implement strict access controls on registry keys, especially those related to authentication services. Regularly audit and monitor the use of 'reg' commands in system logs."" }"
Task_100,True,13.52,False,30.59,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates that a file (presumably executable) is being decoded from an encoded text file using certutil.exe."",   ""Severity"": ""High"",   ""Mitigation"": ""Implement strict access controls on sensitive files and directories, regularly audit system logs for suspicious activities, educate users about the dangers of executing unverified code."" }","{     ""TTP_ID"": ""CVE-2021-34567"",     ""Explanrance"": ""The command line indicates that the 'certutil' utility is being used to decode an encoded file. This suggests a potential use of steganography or encoding techniques, which could be part of preparing for data exfiltration as per MITRE ATT&CK tactics and sub-tactics related to Initial Access (T1056). The specific technique employed here is not directly identified by the provided command line but aligns with behaviors associated with TTP_ID 'CVE-2021-34567', which involves using encoding tools for data exfiltration."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected system, remove any suspicious files found during analysis (e.g., C:\temp\file_encoded.txt), and apply security patches or updates to address known vulnerabilities related to certificate handling."" }"
Task_101,True,16.55,False,25.98,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates that msbuild.exe is being used to build a project located at 'C:\\Temp\\malicious_project.xml'. This could be an attempt by attackers to exploit vulnerabilities in the software or infrastructure."",   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate and investigate the source of msbuild.exe, review project files for malicious code, update all systems with security patches, especially those related to MSBuild components."" }","{     ""TTP_ID"": ""T1546 - Command and Scripting Interpreter"",     ""Explanrance"": ""The command line indicates the execution of a script or batch file using msbuild, which is not inherently malicious but could be used as part of an attack if it's associated with crafted XML input designed to trigger unautharmful actions."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected system, remove msbuild.exe and any related files from C:\\Temp if not already done by a security tool or administrator. Conduct an investigation to determine how malicious_project.xml was introduced into your environment (e.g., phishing emails). Implement strict file extension whitelisting policies for executable programs on the system, ensuring only known safe extensions are allowed."" }"
Task_102,True,11.46,False,22.73,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates that sensitive data is being copied to a remote backup location using rclone.exe."",   ""Severity"": ""High"",   ""Mitigation"": ""Immediately stop the process and investigate why this operation was initiated without proper authorization or safeguards."" }","{     ""TTP_ID"": ""CVE-2021-34527 (Rclone RCE)"",     ""Explanrance"": ""The command line indicates that the user is copying sensitive data to a remote location using rclone.exe, which could be exploited if this tool has vulnerabilities like CVE-2021-34527 where arbitrary code execution can occur through crafted input."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Update to the latest version of Rclone, apply security patches if available. Ensure that proper access controls are in place and consider using a different backup solution with built-in protections against such vulnerabilities."" }"
Task_103,True,12.75,True,28.06,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates an attempt to copy a potentially malicious executable file into the startup folder of user01's profile."",   ""Severity"": ""High"",   ""Mitigation"": ""Immediately remove 'backdoor.exe' from C:\\Temp, investigate and block any related network activity or command execution attempts."" }","{     ""TTP_ID"": ""T1546"",     ""Explanation"": ""The command line indicates that the 'cmd.exe' process is being used to copy a potentially malicious executable file ('backdoor.exe') into the startup folder of user01, which could be indicative of an attacker trying to ensure persistence on the system by placing their backdoor in a location from where it will run every time the machine starts."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate affected systems, remove 'backdoor.exe' and related files, investigate how user01 was compromised (e.g., phishing emails), apply necessary security patches to all software on the system, change passwords for sensitive accounts, conduct a thorough audit of network traffic logs around the time of infection, enhance monitoring capabilities with advanced threat detection tools."" }"
Task_104,True,17.63,False,18.97,"{   ""TTP_ID"": null,   ""Explanation"": ""The command 'net user /domain' executed by the guest account indicates a potential credential dumping attempt. This is because this specific command can be used to enumerate all users on a domain and potentially gather credentials if they are stored in plain text or easily accessible."",   ""Severity"": ""High"",   ""Mitigation"": ""Immediately disable the guest account, investigate how user credentials may have been compromised (e.g., through phishing), enforce multi-factor authentication where possible, and conduct a thorough security audit to identify any other potential vulnerabilities."" }","{   ""TTP_ID"": ""T1058 - Privilege Escalation via User Accounts"",   ""Explanrance"": ""The command 'net user /domain' executed by the guest account suggests an attempt to create or modify a domain user, which could be part of privilege escalation tactics if this action is performed with elevated privileges."" }","{   ""Severity"": ""Low"",   ""Mitigation"": ""Ensure that only authorized personnel can execute privileged commands and implement strict access controls."" }"
Task_105,True,15.39,True,19.05,"{   ""TTP_ID"": null,   ""Explanation"": ""The log entry indicates that the 'scrcons.exe' process from the System32 directory was executed with a command line parameter '-Embedding'. This could suggest an attempt to execute embedded code or scripts within legitimate system processes."",   ""Severity"": ""Medium"",   ""Mitigation"": ""Implement application control policies that restrict running executables from the System32 directory. Conduct regular security audits and monitor for unusual behavior in process execution."" }","{     ""TTP_ID"": ""T1546"",     ""Explanation"": ""The command line indicates the use of 'scrcons.exe' with an embedding option, which is commonly associated with a Remote Access Trojan (RAT) that uses embedded payloads to execute malicious activities on infected systems."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediate isolation of the affected system, removal of 'scrcons.exe', and a thorough investigation for other signs of compromise are recommended."" }"
Task_106,True,13.4,False,21.68,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates an attempt to delete all shadow copies of the Windows system image using PowerShell. This could potentially lead to data loss if not properly managed."",   ""Severity"": ""High"",   ""Mitigation"": ""Implement strict access controls and monitoring for scripts running with elevated privileges, educate users on safe script usage, regularly back up important data."" }","{   ""TTP_ID"": ""T1058"",   ""Explaninq"": ""The command line indicates the use of PowerShell to execute a script that enumerates shadow copies and deletes them. This aligns with Tactic ID 'Execution' (T1058) as it involves running scripts or commands on a system."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected system from the network to prevent potential lateral movement. Investigate and remove any unauthorized scripts or commands executed on the machine, especially those that interact with shadow copies which could be used for data exfiltration."" }"
Task_107,True,13.62,False,21.46,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates that the 'lsass.exe' process is being dumped using Rundll32 with MiniDump full option."",   ""Severity"": ""High"",   ""Mitigation"": ""Review and analyze lsass.dmp file for indicators of compromise, ensure system integrity checks are in place to prevent unautcurated executions."" }","{     ""TTP_ID"": ""CVE-2017-10001"",     ""Explanrance"": ""The command line indicates an attempt to create a memory dump using rundll32.exe, which is associated with the 'Memory Development' technique (tactic: Discover). This could be part of reconnaissance or lateral movement within a network."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Update the affected software to a patched version, if available. If not possible or practical immediately, isolate the system from network access and conduct an in-depth investigation with cybersecurity professionals."" }"
Task_108,True,14.22,True,21.58,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates a potential attempt to disable the built-in administrative access by renaming 'sethch.exe' (Set Windows Hello Keyboard) back to its original name and copying it elsewhere in an effort to prevent lock screen activation."",   ""Severity"": ""High"",   ""Mitigation"": ""Implement strict file permission controls, ensuring only authorized personnel can modify system files."" }","{     ""TTP_ID"": ""T1058"",     ""Explanation"": ""The observed behavior indicates an attempt to change the SethC executable, which is commonly used for privilege escalation by replacing it with a benign copy. This aligns with T1058 - 'Replacing/Overwriting System Files' from MITRE ATT&CK framework."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected system, change all passwords that may have been compromised during this event, and restore original files from a secure backup if available."" }"
Task_109,True,17.62,True,26.0,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line includes the creation of a TCP client that connects to an internal IP address on port 4444. This could be indicative of lateral movement within a network or communication with a C2 server."",   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected system from the network, investigate and remove any unauthorized connections to internal resources, review firewall rules for inbound traffic on port 4444, and conduct a thorough investigation of administrative accounts' activities."" }","{     ""TTP_ID"": ""T1073 - Remote Services"",     ""Explanation"": ""The command line indicates the use of PowerShell to create a TCP client that connects to an external IP address on port 4444. This suggests network scanning or communication with a remote service, which aligns with tactics used in 'Remote Services' as defined by MITRE ATT&CK."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Immediately isolate the affected system from the network, investigate and remove any unauthorized connections or services established via PowerShell, review firewall rules to prevent similar attempts in the future, apply security patches if necessary, conduct a thorough audit of all running processes for anomalies, enhance monitoring capabilities on critical systems."" }"
Task_110,True,12.72,False,21.33,"{   ""TTP_ID"": null,   ""Explanation"": ""The command line indicates an attempt to disable recovery enabled for the default boot entry and set a policy that ignores all failures during system startup."",   ""Severity"": ""Medium"",   ""Mitigation"": ""Ensure proper backup procedures are in place, review BCD settings regularly, educate users on recognizing suspicious activity."" }","{     ""TTP_ID"": ""CVE-2019-0708"",     ""Explaninq"": ""The command line indicates an attempt to disable the BCD editing tool (bcedit) and set a policy that ignores all boot status failures. This could be part of a lateral movement or privilege escalation technique where attackers aim to manipulate system settings for persistence, such as disabling automatic recovery from failed boots."" }","{   ""Severity"": ""High"",   ""Mitigation"": ""Disable the default recovery options for Windows and ensure that all systems are updated with security patches."" }"
